Country/Region,Province/State,,New Confirmed Rolling,New Deaths Rolling
Afghanistan,Afghanistan,132,668.2857142857143,7.142857142857143
Afghanistan,Afghanistan,133,687.2857142857143,9.571428571428571
Afghanistan,Afghanistan,134,716.8571428571429,9.285714285714286
Afghanistan,Afghanistan,135,758.5714285714286,9.0
Afghanistan,Afghanistan,136,718.0,11.142857142857142
Afghanistan,Afghanistan,137,733.8571428571429,14.285714285714286
Afghanistan,Afghanistan,138,738.1428571428571,14.857142857142858
Afghanistan,Afghanistan,139,707.1428571428571,16.285714285714285
Afghanistan,Afghanistan,140,696.4285714285714,15.857142857142858
Afghanistan,Afghanistan,141,690.8571428571429,18.0
Afghanistan,Afghanistan,142,653.8571428571429,19.571428571428573
Afghanistan,Afghanistan,143,650.1428571428571,17.714285714285715
Afghanistan,Afghanistan,144,632.0,16.285714285714285
Afghanistan,Afghanistan,145,658.5714285714286,15.571428571428571
Afghanistan,Afghanistan,146,693.0,15.285714285714286
Afghanistan,Afghanistan,147,676.0,14.142857142857142
Afghanistan,Afghanistan,148,663.1428571428571,17.142857142857142
Afghanistan,Afghanistan,149,618.8571428571429,14.571428571428571
Afghanistan,Afghanistan,150,617.4285714285714,16.857142857142858
Afghanistan,Afghanistan,151,581.0,15.714285714285714
Afghanistan,Afghanistan,152,518.5714285714286,17.142857142857142
Afghanistan,Afghanistan,153,453.0,18.142857142857142
Afghanistan,Afghanistan,154,395.14285714285717,19.285714285714285
Afghanistan,Afghanistan,155,377.57142857142856,18.428571428571427
Afghanistan,Afghanistan,156,367.57142857142856,19.285714285714285
Albania,Albania,157,,
Albania,Albania,158,,
Albania,Albania,159,,
Albania,Albania,160,,
Albania,Albania,161,,
Albania,Albania,162,,
Albania,Albania,163,0.0,0.0
Albania,Albania,164,0.0,0.0
Albania,Albania,165,0.0,0.0
Albania,Albania,166,0.0,0.0
Albania,Albania,167,0.0,0.0
Albania,Albania,168,0.0,0.0
Albania,Albania,169,0.0,0.0
Albania,Albania,170,0.0,0.0
Albania,Albania,171,0.0,0.0
Albania,Albania,172,0.0,0.0
Albania,Albania,173,0.0,0.0
Albania,Albania,174,0.0,0.0
Albania,Albania,175,0.0,0.0
Albania,Albania,176,0.0,0.0
Albania,Albania,177,0.0,0.0
Albania,Albania,178,0.0,0.0
Albania,Albania,179,0.0,0.0
Albania,Albania,180,0.0,0.0
Albania,Albania,181,0.0,0.0
Albania,Albania,182,0.0,0.0
Albania,Albania,183,0.0,0.0
Albania,Albania,184,0.0,0.0
Albania,Albania,185,0.0,0.0
Albania,Albania,186,0.0,0.0
Albania,Albania,187,0.0,0.0
Albania,Albania,188,0.0,0.0
Albania,Albania,189,0.0,0.0
Albania,Albania,190,0.0,0.0
Albania,Albania,191,0.0,0.0
Albania,Albania,192,0.0,0.0
Albania,Albania,193,0.0,0.0
Albania,Albania,194,0.0,0.0
Albania,Albania,195,0.0,0.0
Albania,Albania,196,0.0,0.0
Albania,Albania,197,0.0,0.0
Albania,Albania,198,0.0,0.0
Albania,Albania,199,0.0,0.0
Albania,Albania,200,0.0,0.0
Albania,Albania,201,0.0,0.0
Albania,Albania,202,0.0,0.0
Albania,Albania,203,0.0,0.0
Albania,Albania,204,0.2857142857142857,0.0
Albania,Albania,205,1.4285714285714286,0.0
Albania,Albania,206,1.7142857142857142,0.14285714285714285
Albania,Albania,207,3.2857142857142856,0.14285714285714285
Albania,Albania,208,4.714285714285714,0.14285714285714285
Albania,Albania,209,5.428571428571429,0.14285714285714285
Albania,Albania,210,6.0,0.14285714285714285
Albania,Albania,211,7.0,0.14285714285714285
Albania,Albania,212,6.428571428571429,0.14285714285714285
Albania,Albania,213,6.714285714285714,0.14285714285714285
Albania,Albania,214,5.857142857142857,0.14285714285714285
Albania,Albania,215,5.285714285714286,0.14285714285714285
Albania,Albania,216,5.428571428571429,0.14285714285714285
Albania,Albania,217,6.714285714285714,0.14285714285714285
Albania,Albania,218,7.571428571428571,0.42857142857142855
Albania,Albania,219,9.714285714285714,0.5714285714285714
Albania,Albania,220,12.428571428571429,0.42857142857142855
Albania,Albania,221,15.714285714285714,0.5714285714285714
Albania,Albania,222,16.571428571428573,0.8571428571428571
Albania,Albania,223,17.285714285714285,1.1428571428571428
Albania,Albania,224,17.571428571428573,1.1428571428571428
Albania,Albania,225,17.0,1.0
Albania,Albania,226,17.142857142857142,1.4285714285714286
Albania,Albania,227,16.142857142857142,1.4285714285714286
Albania,Albania,228,14.714285714285714,1.4285714285714286
Albania,Albania,229,16.857142857142858,1.2857142857142858
Albania,Albania,230,19.428571428571427,1.4285714285714286
Albania,Albania,231,21.285714285714285,1.4285714285714286
Albania,Albania,232,22.0,1.4285714285714286
Albania,Albania,233,20.0,1.0
Albania,Albania,234,20.142857142857142,1.0
Albania,Albania,235,18.857142857142858,1.0
Albania,Albania,236,16.0,0.8571428571428571
Albania,Albania,237,14.285714285714286,0.42857142857142855
Albania,Albania,238,12.142857142857142,0.42857142857142855
Albania,Albania,239,12.857142857142858,0.2857142857142857
Albania,Albania,240,13.142857142857142,0.2857142857142857
Albania,Albania,241,13.428571428571429,0.42857142857142855
Albania,Albania,242,15.571428571428571,0.42857142857142855
Albania,Albania,243,17.571428571428573,0.42857142857142855
Albania,Albania,244,16.428571428571427,0.42857142857142855
Albania,Albania,245,16.571428571428573,0.42857142857142855
Albania,Albania,246,16.714285714285715,0.42857142857142855
Albania,Albania,247,19.142857142857142,0.2857142857142857
Albania,Albania,248,20.0,0.2857142857142857
Albania,Albania,249,20.714285714285715,0.14285714285714285
Albania,Albania,250,19.857142857142858,0.14285714285714285
Albania,Albania,251,23.428571428571427,0.14285714285714285
Albania,Albania,252,23.428571428571427,0.2857142857142857
Albania,Albania,253,21.714285714285715,0.2857142857142857
Albania,Albania,254,20.142857142857142,0.5714285714285714
Albania,Albania,255,18.857142857142858,0.42857142857142855
Albania,Albania,256,15.714285714285714,0.5714285714285714
Albania,Albania,257,14.857142857142858,0.5714285714285714
Albania,Albania,258,11.0,0.5714285714285714
Albania,Albania,259,9.857142857142858,0.42857142857142855
Albania,Albania,260,9.571428571428571,0.42857142857142855
Albania,Albania,261,10.0,0.14285714285714285
Albania,Albania,262,9.428571428571429,0.14285714285714285
Albania,Albania,263,9.857142857142858,0.0
Albania,Albania,264,9.714285714285714,0.0
Albania,Albania,265,9.571428571428571,0.0
Albania,Albania,266,10.428571428571429,0.0
Albania,Albania,267,9.857142857142858,0.0
Albania,Albania,268,8.0,0.0
Albania,Albania,269,6.857142857142857,0.0
Albania,Albania,270,8.0,0.0
Albania,Albania,271,9.428571428571429,0.0
Albania,Albania,272,11.0,0.0
Albania,Albania,273,11.142857142857142,0.0
Albania,Albania,274,10.857142857142858,0.0
Albania,Albania,275,10.428571428571429,0.0
Albania,Albania,276,12.0,0.0
Albania,Albania,277,10.142857142857142,0.0
Albania,Albania,278,9.285714285714286,0.0
Albania,Albania,279,8.0,0.0
Albania,Albania,280,7.428571428571429,0.14285714285714285
Albania,Albania,281,8.0,0.14285714285714285
Albania,Albania,282,11.428571428571429,0.2857142857142857
Albania,Albania,283,12.285714285714286,0.2857142857142857
Albania,Albania,284,15.285714285714286,0.2857142857142857
Albania,Albania,285,16.857142857142858,0.2857142857142857
Albania,Albania,286,19.0,0.2857142857142857
Albania,Albania,287,19.857142857142858,0.14285714285714285
Albania,Albania,288,19.857142857142858,0.14285714285714285
Albania,Albania,289,19.285714285714285,0.0
Albania,Albania,290,19.142857142857142,0.0
Albania,Albania,291,17.285714285714285,0.0
Albania,Albania,292,16.142857142857142,0.0
Albania,Albania,293,15.714285714285714,0.14285714285714285
Albania,Albania,294,15.571428571428571,0.14285714285714285
Albania,Albania,295,17.142857142857142,0.14285714285714285
Albania,Albania,296,19.285714285714285,0.14285714285714285
Albania,Albania,297,22.428571428571427,0.14285714285714285
Albania,Albania,298,26.857142857142858,0.2857142857142857
Albania,Albania,299,29.142857142857142,0.42857142857142855
Albania,Albania,300,33.142857142857146,0.2857142857142857
Albania,Albania,301,39.285714285714285,0.2857142857142857
Albania,Albania,302,46.714285714285715,0.2857142857142857
Albania,Albania,303,53.285714285714285,0.42857142857142855
Albania,Albania,304,54.42857142857143,0.5714285714285714
Albania,Albania,305,57.57142857142857,0.5714285714285714
Albania,Albania,306,60.285714285714285,0.8571428571428571
Albania,Albania,307,61.0,1.0
Albania,Albania,308,63.0,1.1428571428571428
Albania,Albania,309,57.857142857142854,1.1428571428571428
Albania,Albania,310,53.57142857142857,1.1428571428571428
Albania,Albania,311,56.0,1.2857142857142858
Albania,Albania,312,57.714285714285715,1.4285714285714286
Albania,Albania,313,61.57142857142857,1.2857142857142858
Algeria,Algeria,314,,
Algeria,Algeria,315,,
Algeria,Algeria,316,,
Algeria,Algeria,317,,
Algeria,Algeria,318,,
Algeria,Algeria,319,,
Algeria,Algeria,320,0.0,0.0
Algeria,Algeria,321,0.0,0.0
Algeria,Algeria,322,0.0,0.0
Algeria,Algeria,323,0.0,0.0
Algeria,Algeria,324,0.0,0.0
Algeria,Algeria,325,0.0,0.0
Algeria,Algeria,326,0.0,0.0
Algeria,Algeria,327,0.0,0.0
Algeria,Algeria,328,0.0,0.0
Algeria,Algeria,329,0.0,0.0
Algeria,Algeria,330,0.0,0.0
Algeria,Algeria,331,0.0,0.0
Algeria,Algeria,332,0.0,0.0
Algeria,Algeria,333,0.0,0.0
Algeria,Algeria,334,0.0,0.0
Algeria,Algeria,335,0.0,0.0
Algeria,Algeria,336,0.0,0.0
Algeria,Algeria,337,0.0,0.0
Algeria,Algeria,338,0.0,0.0
Algeria,Algeria,339,0.0,0.0
Algeria,Algeria,340,0.0,0.0
Algeria,Algeria,341,0.0,0.0
Algeria,Algeria,342,0.0,0.0
Algeria,Algeria,343,0.0,0.0
Algeria,Algeria,344,0.0,0.0
Algeria,Algeria,345,0.0,0.0
Algeria,Algeria,346,0.0,0.0
Algeria,Algeria,347,0.0,0.0
Algeria,Algeria,348,0.14285714285714285,0.0
Algeria,Algeria,349,0.14285714285714285,0.0
Algeria,Algeria,350,0.14285714285714285,0.0
Algeria,Algeria,351,0.14285714285714285,0.0
Algeria,Algeria,352,0.14285714285714285,0.0
Algeria,Algeria,353,0.14285714285714285,0.0
Algeria,Algeria,354,0.42857142857142855,0.0
Algeria,Algeria,355,0.5714285714285714,0.0
Algeria,Algeria,356,1.5714285714285714,0.0
Algeria,Algeria,357,1.5714285714285714,0.0
Algeria,Algeria,358,2.2857142857142856,0.0
Algeria,Algeria,359,2.2857142857142856,0.0
Algeria,Algeria,360,2.5714285714285716,0.0
Algeria,Algeria,361,2.4285714285714284,0.0
Algeria,Algeria,362,2.142857142857143,0.0
Algeria,Algeria,363,1.1428571428571428,0.0
Algeria,Algeria,364,1.7142857142857142,0.14285714285714285
Algeria,Algeria,365,1.2857142857142858,0.2857142857142857
Algeria,Algeria,366,2.857142857142857,0.42857142857142855
Algeria,Algeria,367,4.142857142857143,0.5714285714285714
Algeria,Algeria,368,4.857142857142857,0.5714285714285714
Algeria,Algeria,369,5.714285714285714,0.5714285714285714
Algeria,Algeria,370,7.714285714285714,1.0
Algeria,Algeria,371,9.0,1.1428571428571428
Algeria,Algeria,372,9.142857142857142,1.2857142857142858
Algeria,Algeria,373,14.571428571428571,1.7142857142857142
Algeria,Algeria,374,21.857142857142858,1.8571428571428572
Algeria,Algeria,375,25.142857142857142,1.8571428571428572
Algeria,Algeria,376,29.142857142857142,2.142857142857143
Algeria,Algeria,377,32.57142857142857,2.0
Algeria,Algeria,378,40.0,2.2857142857142856
Algeria,Algeria,379,45.57142857142857,2.142857142857143
Algeria,Algeria,380,45.0,2.0
Algeria,Algeria,381,44.285714285714285,2.0
Algeria,Algeria,382,50.57142857142857,2.5714285714285716
Algeria,Algeria,383,64.57142857142857,3.5714285714285716
Algeria,Algeria,384,77.85714285714286,5.285714285714286
Algeria,Algeria,385,88.42857142857143,8.714285714285714
Algeria,Algeria,386,108.85714285714286,11.285714285714286
Algeria,Algeria,387,113.85714285714286,14.428571428571429
Algeria,Algeria,388,115.57142857142857,17.285714285714285
Algeria,Algeria,389,119.85714285714286,19.714285714285715
Algeria,Algeria,390,107.42857142857143,21.285714285714285
Algeria,Algeria,391,103.57142857142857,21.0
Algeria,Algeria,392,97.14285714285714,21.285714285714285
Algeria,Algeria,393,84.28571428571429,21.571428571428573
Algeria,Algeria,394,82.0,20.714285714285715
Algeria,Algeria,395,84.85714285714286,20.142857142857142
Algeria,Algeria,396,80.0,20.0
Algeria,Algeria,397,86.0,19.0
Algeria,Algeria,398,84.0,18.714285714285715
Algeria,Algeria,399,86.0,16.142857142857142
Algeria,Algeria,400,93.85714285714286,15.428571428571429
Algeria,Algeria,401,101.28571428571429,13.142857142857142
Algeria,Algeria,402,102.14285714285714,11.714285714285714
Algeria,Algeria,403,105.0,10.142857142857142
Algeria,Algeria,404,105.85714285714286,9.428571428571429
Algeria,Algeria,405,107.14285714285714,9.428571428571429
Algeria,Algeria,406,105.57142857142857,8.428571428571429
Algeria,Algeria,407,101.28571428571429,7.285714285714286
Algeria,Algeria,408,103.14285714285714,7.428571428571429
Algeria,Algeria,409,107.57142857142857,7.142857142857143
Algeria,Algeria,410,114.14285714285714,6.857142857142857
Algeria,Algeria,411,119.71428571428571,6.428571428571429
Algeria,Algeria,412,134.0,6.0
Algeria,Algeria,413,142.71428571428572,6.142857142857143
Algeria,Algeria,414,146.71428571428572,5.428571428571429
Algeria,Algeria,415,148.42857142857142,5.714285714285714
Algeria,Algeria,416,156.0,5.428571428571429
Algeria,Algeria,417,161.57142857142858,4.714285714285714
Algeria,Algeria,418,169.85714285714286,4.714285714285714
Algeria,Algeria,419,164.14285714285714,4.571428571428571
Algeria,Algeria,420,168.0,4.714285714285714
Algeria,Algeria,421,173.57142857142858,5.0
Algeria,Algeria,422,180.42857142857142,5.0
Algeria,Algeria,423,178.42857142857142,5.571428571428571
Algeria,Algeria,424,177.57142857142858,6.0
Algeria,Algeria,425,175.57142857142858,6.428571428571429
Algeria,Algeria,426,179.42857142857142,6.571428571428571
Algeria,Algeria,427,180.0,6.571428571428571
Algeria,Algeria,428,180.0,6.857142857142857
Algeria,Algeria,429,180.42857142857142,6.857142857142857
Algeria,Algeria,430,185.14285714285714,6.571428571428571
Algeria,Algeria,431,187.14285714285714,6.857142857142857
Algeria,Algeria,432,187.14285714285714,6.571428571428571
Algeria,Algeria,433,184.14285714285714,6.571428571428571
Algeria,Algeria,434,183.71428571428572,6.571428571428571
Algeria,Algeria,435,184.14285714285714,6.571428571428571
Algeria,Algeria,436,184.57142857142858,7.142857142857143
Algeria,Algeria,437,183.85714285714286,7.428571428571429
Algeria,Algeria,438,186.0,7.714285714285714
Algeria,Algeria,439,188.57142857142858,8.0
Algeria,Algeria,440,187.85714285714286,7.857142857142857
Algeria,Algeria,441,181.28571428571428,7.857142857142857
Algeria,Algeria,442,173.71428571428572,8.0
Algeria,Algeria,443,164.85714285714286,7.714285714285714
Algeria,Algeria,444,155.42857142857142,7.571428571428571
Algeria,Algeria,445,144.28571428571428,7.428571428571429
Algeria,Algeria,446,132.71428571428572,7.142857142857143
Algeria,Algeria,447,125.14285714285714,7.142857142857143
Algeria,Algeria,448,119.14285714285714,7.285714285714286
Algeria,Algeria,449,114.42857142857143,7.428571428571429
Algeria,Algeria,450,111.85714285714286,7.428571428571429
Algeria,Algeria,451,108.57142857142857,7.714285714285714
Algeria,Algeria,452,107.42857142857143,7.714285714285714
Algeria,Algeria,453,108.0,8.142857142857142
Algeria,Algeria,454,107.28571428571429,8.428571428571429
Algeria,Algeria,455,108.28571428571429,8.571428571428571
Algeria,Algeria,456,109.0,8.714285714285714
Algeria,Algeria,457,108.57142857142857,8.857142857142858
Algeria,Algeria,458,109.28571428571429,8.571428571428571
Algeria,Algeria,459,109.42857142857143,8.857142857142858
Algeria,Algeria,460,109.28571428571429,9.142857142857142
Algeria,Algeria,461,112.0,9.571428571428571
Algeria,Algeria,462,113.71428571428571,10.0
Algeria,Algeria,463,115.14285714285714,10.571428571428571
Algeria,Algeria,464,117.28571428571429,11.0
Algeria,Algeria,465,121.71428571428571,11.142857142857142
Algeria,Algeria,466,127.0,10.714285714285714
Algeria,Algeria,467,132.71428571428572,10.428571428571429
Algeria,Algeria,468,140.0,10.0
Algeria,Algeria,469,151.42857142857142,9.571428571428571
Algeria,Algeria,470,168.71428571428572,8.571428571428571
Andorra,Andorra,471,,
Andorra,Andorra,472,,
Andorra,Andorra,473,,
Andorra,Andorra,474,,
Andorra,Andorra,475,,
Andorra,Andorra,476,,
Andorra,Andorra,477,0.0,0.0
Andorra,Andorra,478,0.0,0.0
Andorra,Andorra,479,0.0,0.0
Andorra,Andorra,480,0.0,0.0
Andorra,Andorra,481,0.0,0.0
Andorra,Andorra,482,0.0,0.0
Andorra,Andorra,483,0.0,0.0
Andorra,Andorra,484,0.0,0.0
Andorra,Andorra,485,0.0,0.0
Andorra,Andorra,486,0.0,0.0
Andorra,Andorra,487,0.0,0.0
Andorra,Andorra,488,0.0,0.0
Andorra,Andorra,489,0.0,0.0
Andorra,Andorra,490,0.0,0.0
Andorra,Andorra,491,0.0,0.0
Andorra,Andorra,492,0.0,0.0
Andorra,Andorra,493,0.0,0.0
Andorra,Andorra,494,0.0,0.0
Andorra,Andorra,495,0.0,0.0
Andorra,Andorra,496,0.0,0.0
Andorra,Andorra,497,0.0,0.0
Andorra,Andorra,498,0.0,0.0
Andorra,Andorra,499,0.0,0.0
Andorra,Andorra,500,0.0,0.0
Andorra,Andorra,501,0.0,0.0
Andorra,Andorra,502,0.0,0.0
Andorra,Andorra,503,0.0,0.0
Andorra,Andorra,504,0.0,0.0
Andorra,Andorra,505,0.0,0.0
Andorra,Andorra,506,0.0,0.0
Andorra,Andorra,507,0.0,0.0
Andorra,Andorra,508,0.0,0.0
Andorra,Andorra,509,0.0,0.0
Andorra,Andorra,510,0.0,0.0
Andorra,Andorra,511,0.14285714285714285,0.0
Andorra,Andorra,512,0.14285714285714285,0.0
Andorra,Andorra,513,0.14285714285714285,0.0
Andorra,Andorra,514,0.14285714285714285,0.0
Andorra,Andorra,515,0.14285714285714285,0.0
Andorra,Andorra,516,0.14285714285714285,0.0
Andorra,Andorra,517,0.14285714285714285,0.0
Andorra,Andorra,518,0.0,0.0
Andorra,Andorra,519,0.0,0.0
Andorra,Andorra,520,0.0,0.0
Andorra,Andorra,521,0.0,0.0
Andorra,Andorra,522,0.0,0.0
Andorra,Andorra,523,0.0,0.0
Andorra,Andorra,524,0.0,0.0
Andorra,Andorra,525,0.14285714285714285,0.0
Andorra,Andorra,526,5.428571428571429,0.0
Andorra,Andorra,527,5.428571428571429,0.0
Andorra,Andorra,528,7.428571428571429,0.0
Andorra,Andorra,529,10.571428571428571,0.0
Andorra,Andorra,530,12.428571428571429,0.0
Andorra,Andorra,531,16.0,0.14285714285714285
Andorra,Andorra,532,18.714285714285715,0.14285714285714285
Andorra,Andorra,533,17.857142857142858,0.14285714285714285
Andorra,Andorra,534,21.285714285714285,0.14285714285714285
Andorra,Andorra,535,24.428571428571427,0.42857142857142855
Andorra,Andorra,536,27.428571428571427,0.42857142857142855
Andorra,Andorra,537,31.428571428571427,0.42857142857142855
Andorra,Andorra,538,31.571428571428573,0.7142857142857143
Andorra,Andorra,539,33.857142857142854,1.0
Andorra,Andorra,540,30.285714285714285,1.5714285714285714
Andorra,Andorra,541,28.857142857142858,1.8571428571428572
Andorra,Andorra,542,29.142857142857142,1.7142857142857142
Andorra,Andorra,543,24.571428571428573,1.8571428571428572
Andorra,Andorra,544,22.571428571428573,2.0
Andorra,Andorra,545,23.857142857142858,1.7142857142857142
Andorra,Andorra,546,22.142857142857142,1.8571428571428572
Andorra,Andorra,547,24.142857142857142,1.4285714285714286
Andorra,Andorra,548,24.857142857142858,1.2857142857142858
Andorra,Andorra,549,22.142857142857142,1.4285714285714286
Andorra,Andorra,550,23.142857142857142,1.4285714285714286
Andorra,Andorra,551,19.285714285714285,1.2857142857142858
Andorra,Andorra,552,19.571428571428573,1.5714285714285714
Andorra,Andorra,553,17.285714285714285,1.1428571428571428
Andorra,Andorra,554,16.285714285714285,1.2857142857142858
